modifier,target,score,modifier_function,effect
IDH1,GSR,776,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,PDHX,727,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,TPI1,704,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,FLT3,814,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GOT2,952,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,KRAS,762,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,PDGFRA,727,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,IREB2,867,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,DHTKD1,784,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,PIK3CA,713,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,DNMT3A,797,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,SDHA,852,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,L2HGDH,721,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,TP53,845,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,PGD,877,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,EGFR,795,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GLUD1,973,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,DLAT,770,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,U2AF1,763,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ACOX1,778,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,NPM1,800,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ALDH1A1,739,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,IDH3A,987,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,RUNX1,720,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,MGMT,934,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GOT1L1,883,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ASL,875,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ACO1,998,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,TERT,781,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ALDH5A1,891,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,D2HGDH,895,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,NDUFS8,779,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,EZH2,721,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,TALDO1,727,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,MDH2,970,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GLUD2,963,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,IDH2,961,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,DLST,815,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,CS,993,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GPT2,879,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,RIMKLB,816,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,NF1,750,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,FH,957,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,H3-3A,726,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,NRAS,777,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ME1,752,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GOT1,929,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,PTEN,841,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,PGK1,726,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ATRX,888,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,OGDHL,981,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,SDHB,887,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ASXL1,899,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,NADK,886,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GLDC,711,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,SRSF2,769,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,G6PD,781,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,SUCLG1,856,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,NIT2,825,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GPT,890,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ETV6,709,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GAPDH,704,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,NFE2L2,849,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,OGDH,990,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,FGFR2,762,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ENO1,765,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,HSD17B4,813,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,CDKN2A,744,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,SUCLG2,784,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,IDH3B,988,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,TET2,914,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,LDHA,826,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,GPI,740,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ENO2,707,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,H6PD,801,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,BRAF,799,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,SUCLA2,854,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ACLY,935,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,PC,761,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,BCAT1,709,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,CEBPA,710,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ADSL,860,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,MYC,740,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,IL4I1,814,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,DLD,770,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ACO2,998,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,IDH3G,998,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GSR,733,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,PDHX,738,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,TPI1,748,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,FLT3,797,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GOT2,960,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ACSS2,748,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,KRAS,712,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,IREB2,864,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,DHTKD1,796,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,NNT,898,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,DNMT3A,793,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SDHA,869,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,L2HGDH,881,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,TP53,783,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,PGD,805,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,EGFR,720,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GLUD1,972,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,DLAT,775,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,LDHAL6A,702,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,U2AF1,731,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,NPM1,791,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,IDH3A,997,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,RUNX1,720,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,MGMT,893,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GOT1L1,885,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ASL,880,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ACO1,998,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ALDH5A1,894,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,D2HGDH,933,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,NDUFS8,790,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,EZH2,708,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,PKM,730,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,MDH2,985,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GLUD2,959,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GPI,806,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,NRAS,768,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,LDHA,820,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SOD2,794,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,TET2,871,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,RIMKLB,816,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,IDH3B,997,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SUCLG2,798,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GPT2,883,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,BRAF,731,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SUCLA2,857,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,H6PD,803,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,DLST,823,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,MDH1B,712,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,OGDHL,983,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ASXL1,818,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,CS,994,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,OGDH,991,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GPT,892,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,NIT2,820,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,PGK1,722,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ENO1,785,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ADSL,858,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GOT1,916,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,FH,934,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,FRYL,716,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GAPDH,786,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SUCLG1,878,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SIRT3,921,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,IDH1,961,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ATRX,727,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,NADK,881,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,IL4I1,815,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,PC,769,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,GLDC,705,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SDHB,885,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SIRT5,811,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SRSF2,732,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,ACLY,900,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,G6PD,816,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH2,SHMT2,714,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
